University,City,State,Religion,Market_Saturation_Percentile,Academic_Efficiency_Percentile,aCFI_Percentile,Survivability,full_address,location,Latitude,Longitude
Illinois Wesleyan University,Bloomington,IL,Not applicable,45.7,42.35,50.8,47.072,"Illinois Wesleyan University, Bloomington, IL","Illinois Wesleyan University, 1312, North Evans Street, Old East Side, Bloomington, McLean County, Illinois, 61701, United States",40.49242715,-88.99042108232373
Illinois Institute of Technology,Chicago,IL,Not applicable,53.51,55.84,48.56,51.994,"Illinois Institute of Technology, Chicago, IL","Illinois Institute of Technology, East 31st Street, Douglas, Chicago, Cook County, Illinois, 60616, United States",41.83616405,-87.62647227745128
National Louis University,Chicago,IL,Not applicable,66.79,67.76,49.64,60.119,"National Louis University, Chicago, IL","National Louis University, East Adams Street, Printer's Row, Loop, Chicago, Cook County, Illinois, 60603, United States",41.87990865,-87.62490237384526
Northwestern University,Evanston,IL,Not applicable,99.39,99.87,51.68,80.388,"Northwestern University, Evanston, IL","Northwestern University, 633, Clark Street, Downtown, Evanston, Evanston Township, Cook County, Illinois, 60208, United States",42.0557157,-87.67529454739416
Rockford University,Rockford,IL,Not applicable,33.83,41.45,49.96,41.809,"Rockford University, Rockford, IL","Rockford University, 5050, East State Street, Rockford, Rockford Township, Winnebago County, Illinois, 61108, United States",42.2683388,-89.01867338002917
Roosevelt University,Chicago,IL,Not applicable,62.7,52.75,48.13,54.88,"Roosevelt University, Chicago, IL","Roosevelt University, 430, South Michigan Avenue, Printer's Row, Loop, Chicago, Cook County, Illinois, 60605, United States",41.87613485,-87.6251816505098
VanderCook College of Music,Chicago,IL,Not applicable,24.6,38.21,49.08,37.119,"VanderCook College of Music, Chicago, IL","Vandercook College Of Music, 3140, South Federal Street, Bronzeville, Douglas, Chicago, Cook County, Illinois, 60616, United States",41.83676195,-87.6291654
Butler University,Indianapolis,IN,Not applicable,93.85,59.37,49.76,69.312,"Butler University, Indianapolis, IN","Butler University, Lester Street, Indianapolis, Marion County, Indiana, 46208, United States",39.8407191,-86.17374943464814
Indiana Institute of Technology,Fort Wayne,IN,Not applicable,49.92,41.57,50.68,48.556,"Indiana Institute of Technology, Fort Wayne, IN","Indiana Tech, 1600, East Washington Boulevard, Fort Wayne, Allen County, Indiana, 46803, United States",41.07754835,-85.11768473673075
Wabash College,Crawfordsville,IN,Not applicable,39.32,40.48,55.01,45.832,"Wabash College, Crawfordsville, IN","Wabash College, 301, Porter Street, Crawfordsville, Montgomery County, Indiana, 47933, United States",40.0367517,-86.90726990345898
Drake University,Des Moines,IA,Not applicable,53.7,54.62,51.91,53.167,"Drake University, Des Moines, IA","Drake University, Mondamin Avenue, Kirkwood Glen, Des Moines, Polk County, Iowa, 50310, United States",41.60307425,-93.6552753180374
Grinnell College,Grinnell,IA,Not applicable,43.84,43.21,60.37,50.331,"Grinnell College, Grinnell, IA","Grinnell College, 1115, 8th Avenue, Grinnell, Grant Township, Poweshiek County, Iowa, 50112, United States",41.75111985,-92.71984863278584
Maharishi International University,Fairfield,IA,Not applicable,25.17,48.36,48.76,39.246,"Maharishi International University, Fairfield, IA","Maharishi International University, 1000, General Davis Crescent, Fairfield, Jefferson County, Iowa, 52557, United States",41.023532,-91.96396696626836
Upper Iowa University,Fayette,IA,Not applicable,29.39,46.3,47.85,40.158,"Upper Iowa University, Fayette, IA","Upper Iowa University, West Madison Street, Fayette, Fayette County, Iowa, 52142, United States",42.83958545,-91.7933042901662
Sterling College,Sterling,KS,Not applicable,29.05,38.48,48.96,38.904,"Sterling College, Sterling, KS","Sterling College, 125, West Cooper Avenue, Sterling, Rice County, Kansas, 67579, United States",38.2199775,-98.20912245441116
Alice Lloyd College,Pippa Passes,KY,Not applicable,30.47,38.17,57.61,42.873,"Alice Lloyd College, Pippa Passes, KY","Alice Lloyd College, Integrity Lane, Pippa Passes, Knott County, Kentucky, 41844, United States",37.3362011,-82.87339228684898
Tulane University of Louisiana,New Orleans,LA,Not applicable,93.65,86.59,49.68,74.638,"Tulane University of Louisiana, New Orleans, LA","Tulane University School of Medicine, 131, South Robertson Street, Storyville, New Orleans, Orleans Parish, Louisiana, 70112, United States",29.95794375,-90.07785846248962
College of the Atlantic,Bar Harbor,ME,Not applicable,26.53,38.97,51.75,39.111,"College of the Atlantic, Bar Harbor, ME","College of the Atlantic, 105, Eden Street, Bar Harbor, Hancock County, Maine, 04609, United States",44.39407415,-68.21999264324018
Bowdoin College,Brunswick,ME,Not applicable,41.72,44.16,56.43,48.096,"Bowdoin College, Brunswick, ME","Bowdoin College, 255, Maine Street, Brunswick, Cumberland County, Maine, 04011, United States",43.90869735,-69.96142281131719
Colby College,Waterville,ME,Not applicable,50.04,45.58,52.19,50.01,"Colby College, Waterville, ME","Colby College, 4000, Mayflower Hill Drive, Waterville, Kennebec County, Maine, 04901, United States",44.5684775,-69.66002565150262
University of New England,Biddeford,ME,Not applicable,46.18,56.67,50.64,50.061,"University of New England, Biddeford, ME","University of New England, Pool Street, Biddeford, York County, Maine, 04005, United States",43.4591747,-70.38622144492447
Thomas College,Waterville,ME,Not applicable,30.08,40.94,50.16,40.288,"Thomas College, Waterville, ME","Thomas College, West River Road, Waterville, Kennebec County, Maine, 04901, United States",44.522392100000005,-69.66334775027758
Capitol Technology University,Laurel,MD,Not applicable,34.68,39.94,50.0,41.864,"Capitol Technology University, Laurel, MD","Capitol Technology University, Springfield Road, Montpelier Hills, South Laurel, Prince George's County, Maryland, 20708, United States",39.04698215,-76.85145270190938
Goucher College,Baltimore,MD,Not applicable,38.71,43.21,50.84,44.465,"Goucher College, Baltimore, MD","Goucher College, Hampton Lane, Dulaney Valley Estates, Towson, Baltimore County, Maryland, 21286, United States",39.408995,-76.59287091567526
Johns Hopkins University,Baltimore,MD,Not applicable,99.34,99.87,50.68,79.967,"Johns Hopkins University, Baltimore, MD","Johns Hopkins University, 3400, North Charles Street, Charles Village, Baltimore, Maryland, 21218, United States",39.33020225,-76.62185357858337
Maryland Institute College of Art,Baltimore,MD,Not applicable,35.98,47.33,49.88,43.812,"Maryland Institute College of Art, Baltimore, MD","Maryland Institute College of Art, 1300, West Mount Royal Avenue, Bolton Hill, Baltimore, Maryland, 21217, United States",39.3050505,-76.61976099495374
St. John's College,Annapolis,MD,Not applicable,35.01,39.67,53.35,43.283,"St. John's College, Annapolis, MD","St. John's College, 60, College Avenue, Annapolis, Anne Arundel County, Maryland, 21401, United States",38.98228315,-76.49223748074706
Stevenson University,Owings Mills,MD,Not applicable,88.4,50.28,49.32,65.14,"Stevenson University, Owings Mills, MD","Stevenson University Owings Mills Campus, Boulevard Circle, Boulevard Corporate Center, Owings Mills, Baltimore County, Maryland, 21117, United States",39.4272656,-76.77650761968783
Washington College,Chestertown,MD,Not applicable,38.9,40.36,51.87,44.384,"Washington College, Chestertown, MD","Washington College, 300, Washington Avenue, Lees Corner, Chestertown, Kent County, Maryland, 21620, United States",39.218376,-76.06925670472985
McDaniel College,Westminster,MD,Not applicable,61.87,48.4,49.96,54.411,"McDaniel College, Westminster, MD","McDaniel College, 2, New Windsor Road, Marbeth Hill, Westminster, Carroll County, Maryland, 21157, United States",39.58516815,-77.00372758695082
American International College,Springfield,MA,Not applicable,34.42,42.58,49.12,41.935,"American International College, Springfield, MA","American International College, Westford Avenue, Winchester Square Historic District, McKnight and Bay, Springfield, Hampden County, Massachusetts, 01109, United States",42.113395350000005,-72.55728564424604
Bentley University,Waltham,MA,Not applicable,79.67,57.1,50.92,63.652,"Bentley University, Waltham, MA","Bentley University, 175, Forest Street, Eastview Park, Waltham, Middlesex County, Massachusetts, 02452, United States",42.3834189,-71.2225864285891
Berklee College of Music,Boston,MA,Not applicable,93.37,69.22,49.0,70.784,"Berklee College of Music, Boston, MA","Berklee College of Music, Boylston Street, Fenway-Kenmore, Boston, Suffolk County, Massachusetts, 02115, United States",42.3483475,-71.08487040303883
Boston Architectural College,Boston,MA,Not applicable,24.45,40.01,48.84,37.322,"Boston Architectural College, Boston, MA","Boston Architectural College, Hereford Street, Block H, Back Bay, Boston, Suffolk County, Massachusetts, 02199, United States",42.3484696,-71.08575407316081
Boston University,Boston,MA,Not applicable,99.87,99.87,51.24,80.403,"Boston University, Boston, MA","Boston University, Copley Street, North Brookline, Boston, Norfolk County, Massachusetts, 02215, United States",42.3504215,-71.10322831831216
Brandeis University,Waltham,MA,Not applicable,69.81,59.79,50.8,60.198,"Brandeis University, Waltham, MA","Brandeis University, 415, South Street, Cedarwood, Waltham, Middlesex County, Massachusetts, 02453, United States",42.36650945,-71.2580196483813
Clark University,Worcester,MA,Not applicable,54.02,54.89,49.64,52.441,"Clark University, Worcester, MA","Clark University, Red Square, Main South, Worcester, Worcester County, Massachusetts, 01610, United States",42.25146815,-71.82295086144981
Curry College,Milton,MA,Not applicable,45.9,44.51,48.96,46.847,"Curry College, Milton, MA","Curry College, Woodmere Drive, Woodmere, Milton, Norfolk County, Massachusetts, 01286, United States",42.2378786,-71.114711547038
Dean College,Franklin,MA,Not applicable,35.64,41.18,49.08,42.127,"Dean College, Franklin, MA","Dean College, East Central Street, Franklin, Norfolk County, Massachusetts, 02038, United States",42.08465315,-71.39983777231043
Endicott College,Beverly,MA,Not applicable,70.37,53.47,49.92,58.807,"Endicott College, Beverly, MA","Endicott College, Village Road, Beverly Cove, Beverly, Essex County, Massachusetts, 01965, United States",42.55406905,-70.8441366229226
Fisher College,Boston,MA,Not applicable,32.31,40.67,50.4,41.222,"Fisher College, Boston, MA","Fisher College, 118, Beacon Street, Bay Village, Back Bay, Boston, Suffolk County, Massachusetts, 02116, United States",42.355367900000005,-71.07373780610305
Hampshire College,Amherst,MA,Not applicable,32.85,38.17,46.89,39.533,"Hampshire College, Amherst, MA","Hampshire College, Potwine Place, Amherst, Hampshire County, Massachusetts, 01004, United States",42.32502175,-72.52940222329684
Harvard University,Cambridge,MA,Not applicable,93.07,99.87,99.87,97.151,"Harvard University, Cambridge, MA","Harvard University, Arsenal Square, Old Cambridge, Cambridge, Middlesex County, Massachusetts, 21410, United States",42.36574325,-71.12221394207614
Lasell University,Newton,MA,Not applicable,32.82,45.7,48.13,41.522,"Lasell University, Newton, MA","Lasell University, Vista Avenue, Lasell Village, Auburndale, Newton, Middlesex County, Massachusetts, 02466, United States",42.34106865,-71.24859630298465
Lesley University,Cambridge,MA,Not applicable,25.37,45.34,50.32,39.347,"Lesley University, Cambridge, MA","Lesley University, Massachusetts Avenue, Avon Hill, Cambridge, Middlesex County, Massachusetts, 02140, United States",42.3864348,-71.1190947
Massachusetts Institute of Technology,Cambridge,MA,Not applicable,77.07,82.48,57.65,70.377,"Massachusetts Institute of Technology, Cambridge, MA","Massachusetts Institute of Technology, Main Street, Cambridge, Middlesex County, Massachusetts, 02142, United States",42.3582529,-71.0966272383055
Mount Holyoke College,South Hadley,MA,Not applicable,51.56,45.38,53.78,51.214,"Mount Holyoke College, South Hadley, MA","Mount Holyoke College, West Street, South Hadley, Hampshire County, Massachusetts, 01075, United States",42.25532845,-72.56966884397315
Nichols College,Dudley,MA,Not applicable,40.4,43.29,49.32,44.548,"Nichols College, Dudley, MA","Nichols College, Center Road, Dudley, Worcester County, Massachusetts, 01571, United States",42.0418482,-71.92971577727883
Northeastern University,Boston,MA,Not applicable,99.81,99.87,49.4,79.643,"Northeastern University, Boston, MA","Northeastern University, 360, Huntington Avenue, Back Bay, Boston, Suffolk County, Massachusetts, 02115, United States",42.33510525,-71.08925787470238
Simmons University,Boston,MA,Not applicable,38.82,68.62,49.0,48.849,"Simmons University, Boston, MA","Simmons University, 300, Fenway, Audubon Circle, Fenway-Kenmore, Boston, Suffolk County, Massachusetts, 02115, United States",42.33893545,-71.10043183883623
Springfield College,Springfield,MA,Not applicable,41.25,48.13,48.92,45.695,"Springfield College, Springfield, MA","Springfield College, Fayette Street, Springfield, Hampden County, Massachusetts, 01109, United States",42.10284205,-72.55671489399984
Suffolk University,Boston,MA,Not applicable,77.37,58.78,48.6,62.139,"Suffolk University, Boston, MA","Suffolk University, 73, Tremont Street, Downtown Crossing, Downtown Boston, Boston, Suffolk County, Massachusetts, 02108, United States",42.3567011,-71.06105776439689
Tufts University,Medford,MA,Not applicable,95.16,85.88,50.48,75.42,"Tufts University, Medford, MA","Tufts University, Tesla Avenue, Medford Hillside, Medford, Middlesex County, Massachusetts, 02144, United States",42.40649125,-71.11800725402092
Wellesley College,Wellesley,MA,Not applicable,49.92,45.66,55.53,51.315,"Wellesley College, Wellesley, MA","Wellesley College, Lovewell Road, Wellesley, Norfolk County, Massachusetts, 02482, United States",42.29177605,-71.3032751636105
Wentworth Institute of Technology,Boston,MA,Not applicable,66.68,51.56,49.16,56.646,"Wentworth Institute of Technology, Boston, MA","Wentworth Institute of Technology, Ruggles Street, Roxbury Crossing, Fenway-Kenmore, Boston, Suffolk County, Massachusetts, 02115, United States",42.336572450000006,-71.0953729508291
Western New England University,Springfield,MA,Not applicable,55.69,51.24,48.88,52.075,"Western New England University, Springfield, MA","Western New England University, North Road, Sixteen Acres, Springfield, Hampden County, Massachusetts, 01128, United States",42.1125825,-72.51478135708936
Williams College,Williamstown,MA,Not applicable,50.88,45.42,57.53,52.451,"Williams College, Williamstown, MA","Williams College, Hopkins Hall Drive, Williamstown, Berkshire County, Massachusetts, 01267, United States",42.7130236,-73.2030082
